date,GrammarlyAI_global_users,GrammarlyAI_revenue_usd,GrammarlyAI_market_share_pct,DeepL_global_users,DeepL_revenue_usd,DeepL_market_share_pct,CopyAI_global_users,CopyAI_revenue_usd,CopyAI_market_share_pct,JasperAI_global_users,JasperAI_revenue_usd,JasperAI_market_share_pct,GitHubCopilot_global_users,GitHubCopilot_revenue_usd,GitHubCopilot_market_share_pct,Midjourney_global_users,Midjourney_revenue_usd,Midjourney_market_share_pct,StableDiffusion_global_users,StableDiffusion_revenue_usd,StableDiffusion_market_share_pct,ChatGPT_global_users,ChatGPT_revenue_usd,ChatGPT_market_share_pct,Claude_global_users,Claude_revenue_usd,Claude_market_share_pct,ERNIE_global_users,ERNIE_revenue_usd,ERNIE_market_share_pct,Tongyi_users,Tongyi_revenue_usd,Tongyi_market_share_pct,DeepSeek_global_users,DeepSeek_revenue_usd,DeepSeek_market_share_pct,Grok_global_users,Grok_revenue_usd,Grok_market_share_pct,Gemini_global_users,Gemini_revenue_usd,Gemini_market_share_pct,Perplexity_global_users,Perplexity_revenue_usd,Perplexity_market_share_pct,total_users
4/23/2023,277430771,5901378.14,26.6932,190585550,4021271.6,18.1891,56699640,1198811.76,5.4225,71950085,1677856.78,7.5893,141508546,9018058.26,13.5969,119725067,4918975.78,12.7141,111707018,4394719.88,11.359,24442142,519232.5,2.3486,4186575,93713.16,0.4239,1128053,67918.1,0.4389,2201623,30822.72,0.1992,0,0,0,0,0,0,0,0,0,10150159,226687.9,1.0254,1105407069
4/24/2023,266004919,6030717.58,26.9621,174320350,4026384.28,18.0011,56212753,1186023.02,5.3025,78163596,1686350.54,7.5393,139423055,8943386.94,13.328,132274611,5216220.17,13.3261,117465923,4342773.05,11.0947,25387385,535703.84,2.395,4430093,96003.84,0.4292,554704,69071.73,0.4412,2244782,31426.95,0.2007,0,0,0,0,0,0,0,0,0,9961345,219222.88,0.9801,1118369317
4/25/2023,280804882,6023140.26,26.8144,180501638,4009636.64,17.8505,55681002,1209876.44,5.3862,75534659,1734767.82,7.723,128567075,8997624.84,13.3522,126490187,5012106.96,12.7505,117661030,4556578.11,11.5917,25420275,550361.08,2.4502,3982807,93552.88,0.4165,919174,67599.98,0.4299,2288782,32042.95,0.2038,0,0,0,0,0,0,0,0,0,10771444,231612.7,1.0311,1123116159
4/26/2023,276604384,5902772.1,26.4653,188420719,3986371.62,17.8731,53861825,1213089.56,5.4389,79380285,1698311.9,7.6145,136248928,8866417.86,13.251,135364080,5244493.87,13.4365,107874981,4391790.13,11.2519,24502092,568149.28,2.5473,4469277,98266.84,0.4406,741967,70011.93,0.4484,2333641,32670.97,0.2093,0,0,0,0,0,0,0,0,0,10751185,228216.62,1.0232,1115189420
4/27/2023,281909372,5951446.74,26.4771,184006879,3972432.64,17.6728,53056053,1202571.56,5.3501,74990930,1672937.66,7.4426,141700221,9042829.68,13.4101,133913253,5336557.28,13.5666,119477388,4430178.69,11.2624,27566810,590671.34,2.6278,4337148,99151.86,0.4411,1054964,70532.17,0.4483,2379375,33311.25,0.2117,0,0,0,0,0,0,0,0,0,11077649,244891.48,1.0895,1123885978
4/28/2023,271696458,6062895.52,26.7546,187432132,3987990.18,17.5983,54214002,1200015.48,5.2955,73531925,1709558.44,7.544,136501601,9080624.28,13.3571,136542058,5169341.07,13.0351,120388459,4591478.78,11.578,28001859,592778.68,2.6158,4832642,102292.04,0.4514,1029816,73519.64,0.4635,2426001,33964.01,0.2141,0,0,0,0,0,0,0,0,0,11695580,247604.82,1.0926,1133058467
4/29/2023,266740211,5990633.98,26.3928,184710417,4046068.58,17.8257,50263392,1169401.36,5.152,75856330,1675845.96,7.3832,133395071,9068362.5,13.3174,134166676,5373717.83,13.5285,122181248,4563247.15,11.4881,27225549,613553.28,2.7031,4607868,102913.12,0.4534,1349324,75579.97,0.4757,2473536,34629.5,0.218,0,0,0,0,0,0,0,0,0,10585083,241060.34,1.062,1134898596
4/30/2023,262544590,6016923.32,26.4552,188105481,4023255.12,17.6894,55048267,1210107.26,5.3206,77948883,1731607.78,7.6135,137163359,8676680.76,12.7165,143607768,5307066.52,13.3338,118840794,4699212.84,11.8066,29417235,633703.7,2.7863,5010569,105868.94,0.4655,1322700,77568.96,0.4872,2521997,35307.96,0.2218,0,0,0,0,0,0,0,0,0,10758111,251011.7,1.1036,1137191570
5/1/2023,272412361,6199806.92,26.6178,193847846,4110528.28,17.6479,53143919,1183790.3,5.0824,71846263,1677915.1,7.2039,132101233,9225037.8,13.2021,135883429,5470576.16,13.4212,122200804,4770737.48,11.7042,31192619,663084.1,2.8468,4971626,108103.82,0.4641,714888,77870.48,0.4776,2571403,35999.64,0.2208,0,0,0,0,0,0,0,0,0,11185773,258823.64,1.1112,1164595779
5/2/2023,284811383,6044412.58,26.2821,176695194,3990652.4,17.352,52177829,1207162.74,5.2489,76214082,1702916.24,7.4046,129863028,9142464.54,13.251,135899338,5307021.72,13.1862,128041267,4869026.3,12.0979,28657322,659419.72,2.8673,5124537,108230.34,0.4706,981733,79267.12,0.4924,2638593,36940.3,0.2295,0,0,0,0,0,0,0,0,0,11350084,257024.88,1.1176,1149910113
5/3/2023,264890522,5911636.54,25.5929,184609075,4131060.06,17.8844,55313401,1219926.04,5.2814,77601253,1725490.68,7.4701,134598287,9037776.06,13.0423,145493168,5511888.73,13.6356,120916514,4760984.83,11.778,32196642,685077.44,2.9659,4777806,110017.6,0.4763,1047633,79966.56,0.4946,2677520,37485.28,0.2318,0,0,0,0,0,0,0,0,0,12067523,264904.2,1.1468,1154935319
5/4/2023,256390798,5922850.76,25.6043,191390449,4042823.38,17.477,54695240,1202286.26,5.1975,72506002,1677780.58,7.253,134660576,8889719.88,12.81,153561267,5739668.27,14.1785,130972494,4889310.76,12.0779,31998449,695732.22,3.0076,5045320,111831.44,0.4834,842061,83420.33,0.5152,2791605,39082.47,0.2414,0,0,0,0,0,0,0,0,0,12457338,266977.12,1.1541,1156611401
5/5/2023,249169638,5840202.86,25.3824,190500432,4071212.26,17.6941,55957540,1223796.64,5.3188,77336481,1667409.86,7.2468,132930163,8998478.22,13.0362,133461118,5466899.38,13.5771,131924519,4882370.82,12.1254,32491157,725091.7,3.1514,5258754,117239.5,0.5095,1474252,86123.65,0.5347,2753471,38548.59,0.2393,0,0,0,0,0,0,0,0,0,11942562,272465.04,1.1842,1150444124
5/6/2023,272118185,5992926.1,25.5867,181576984,4037700.76,17.2389,56164197,1212169.36,5.1753,79290943,1713724.76,7.3167,137915939,8996645.88,12.8037,149093342,5659023.13,13.8063,136709308,5077022.51,12.3864,34727905,756685.3,3.2307,5212217,120673.1,0.5152,1398911,85789.47,0.5233,2835019,39690.27,0.2421,0,0,0,0,0,0,0,0,0,13060860,275144,1.1747,1171102266
5/7/2023,267732251,6050786.66,25.7363,168591802,3939177.98,16.7549,53559719,1192086.56,5.0704,74226492,1742700.1,7.4124,131932005,9087986.04,12.8849,152508675,5673682.11,13.7899,137898863,5170725.04,12.5675,35143138,772520.64,3.2858,5249352,121940.3,0.5187,897357,87592.93,0.5322,2905884,40682.38,0.2472,0,0,0,0,0,0,0,0,0,12650710,282076.34,1.1998,1175533589
5/8/2023,284073390,6179460.96,25.9352,175226055,4059845.84,17.0392,56099164,1215039.6,5.0995,71639296,1682972.84,7.0634,132008695,9174708.3,12.8354,147363273,5806441.48,13.9255,126472702,5148362.66,12.3472,34280940,776698.58,3.2598,5565242,122383.1,0.5136,1321232,89154.62,0.5345,3022089,42309.25,0.2537,0,0,0,0,0,0,0,0,0,12267194,284236.92,1.1929,1191328377
5/9/2023,275671977,5868335.66,25.1058,167642842,3933872.94,16.8298,53771028,1217369.44,5.2081,73794157,1688341.06,7.223,131471581,9073459.92,12.9393,155344163,5792751.02,14.1614,130077627,5107881.21,12.4871,38008127,809640,3.4638,5748296,124307.14,0.5318,736680,90335.56,0.5521,3041346,42578.84,0.2602,0,0,0,0,0,0,0,0,0,13309912,289262.74,1.2375,1168721302
5/10/2023,265855666,6076399.68,25.6911,193292262,4096092.32,17.3183,57219788,1218662.68,5.1525,77709268,1667524.4,7.0503,139777197,8969376.06,12.6409,151590397,5639956.07,13.6262,138783668,5148708.29,12.4393,38800006,818005.56,3.4585,5419098,123999.02,0.5243,1371323,92994.45,0.5617,3056535,42791.49,0.2585,0,0,0,0,0,0,0,0,0,14009529,302398.4,1.2785,1182590253
5/11/2023,252471288,5939904.44,25.3101,184622460,3919949.52,16.703,54279002,1195328.6,5.0933,75010346,1703318.56,7.2579,131510129,8775546.06,12.4643,154615772,5894427.81,14.3522,131214838,5168128.07,12.5837,37036955,836603.36,3.5648,5564194,129083.7,0.55,858937,95210.07,0.5796,3099256,43389.58,0.2641,0,0,0,0,0,0,0,0,0,13104187,299696.18,1.277,1173426319
5/12/2023,264957362,5981007.64,25.1928,181987576,3916051.14,16.495,53363605,1180818.42,4.9738,72189261,1681486.68,7.0827,129160564,8824858.08,12.3905,155638897,6022497.01,14.4958,147341537,5455901.78,13.132,38805073,852322.76,3.5901,6099173,130185.06,0.5484,1440786,93732.79,0.564,3175583,44458.16,0.2675,0,0,0,0,0,0,0,0,0,13124844,300915.78,1.2675,1187045375
5/13/2023,270644715,5934516.56,24.8108,168035963,3936306.94,16.4568,50325031,1182660.04,4.9444,80962462,1740454.72,7.2764,132736490,9010697.52,12.5572,157756623,6091620.01,14.5529,141858000,5423223.12,12.9561,40767571,898702.66,3.7573,5752911,129365.08,0.5408,1116405,100367.2,0.5994,3279461,45912.45,0.2742,0,0,0,0,0,0,0,0,0,13983087,304631.14,1.2736,1195954214
5/14/2023,268309159,5936010.68,24.7933,173813545,3957634.62,16.5301,56053822,1209494.08,5.0518,72238340,1689515.78,7.0567,134209346,9068103.42,12.6251,162975057,6046616.28,14.4316,143065562,5391682.7,12.8684,42446870,910379.56,3.8024,6118987,137271.58,0.5733,1147816,103624.67,0.6183,3319138,46467.93,0.2773,0,0,0,0,0,0,0,0,0,15141286,328435.68,1.3718,1197101598
5/15/2023,272475206,6063380.04,25.106,172235976,3945392.56,16.3362,57312239,1207702.36,5.0006,77489561,1704115.46,7.056,140928848,9147647.52,12.6255,146328557,5898426.66,13.956,150380967,5616711.17,13.2894,39903682,929532.14,3.8488,5935082,136819.36,0.5665,1012137,103720.68,0.6135,3337085,46719.19,0.2763,0,0,0,0,0,0,0,0,0,13678361,320004.34,1.325,1207557748
5/16/2023,255665713,5991806.94,24.7417,175724612,4008774.08,16.5533,52532099,1202531.34,4.9656,77950884,1736493.4,7.1704,127454233,8929837.26,12.2912,161773991,6054563.48,14.2862,139302647,5557482.56,13.1133,45295756,977481.26,4.0363,6433761,137159.44,0.5664,1252532,108064.5,0.6375,3507990,49111.86,0.2897,0,0,0,0,0,0,0,0,0,13915149,326561.58,1.3485,1210870650
5/17/2023,261616417,6086414.22,25.0607,175920511,3986473.42,16.4142,55405299,1185010.74,4.8793,71134231,1655790.48,6.8177,132273251,9109800.12,12.5031,157732700,6160880.32,14.4956,134512016,5526392.97,13.0028,44038142,957519.4,3.9426,6471598,138905.9,0.5719,1374877,107341.61,0.6314,3570832,49991.65,0.2941,0,0,0,0,0,0,0,0,0,15264225,336764.1,1.3866,1214334099
5/18/2023,264070927,5938912.28,24.4125,185037049,4037107.32,16.5949,54182387,1199366.24,4.9301,81156276,1714543.36,7.0478,134532820,9093174.42,12.4595,155000264,6060942.65,14.2366,151396139,5613177.29,13.1849,46096991,1028730.38,4.2287,6812843,145739.56,0.5991,839848,103260.04,0.6064,3538443,49538.2,0.2909,0,0,0,0,0,0,0,0,0,16259474,342680.6,1.4086,1216367338
5/19/2023,257915447,6059550.44,24.4811,173316261,3967006.4,16.0271,53638538,1205125.44,4.8688,76225088,1729278.12,6.9864,127936779,9013569.6,12.1385,172088844,6556619.02,15.1368,142772968,5728649.4,13.2253,45757418,1047107.2,4.2304,6492269,145958.9,0.5897,1790096,111654.17,0.6444,3557617,49806.64,0.2875,0,0,0,0,0,0,0,0,0,14663795,342569.56,1.384,1237596547
5/20/2023,263784507,5969965.32,24.4044,181122181,4002604.1,16.3621,49569996,1161650.14,4.7487,73215578,1676535.56,6.8535,136781190,9053567.46,12.3366,167263656,6344079.25,14.8193,140406852,5617029.11,13.121,47560004,1055911.34,4.3164,7049582,149806.56,0.6124,1231529,113094.39,0.6604,3780017,52920.24,0.309,0,0,0,0,0,0,0,0,0,15776164,356222.02,1.4562,1223131684
5/21/2023,272532586,5996649.12,24.3873,182147242,3985403.82,16.208,52907609,1213466.04,4.935,76969743,1711689.96,6.9611,131699402,8918758.98,12.0904,167341051,6215876.84,14.4451,148897976,5821000.92,13.5274,50580672,1079900.88,4.3918,6940941,151886.96,0.6177,2022478,116579.08,0.6773,3892035,54488.49,0.3166,0,0,0,0,0,0,0,0,0,15675703,354673.02,1.4424,1229459378
5/22/2023,281585139,6004163.36,24.3028,187003026,4048809.26,16.3882,52532470,1214458.5,4.9157,79358310,1674309.24,6.777,135268977,8746704.42,11.8012,157411141,6359111.29,14.7083,155675090,5790877.37,13.394,50663406,1144539.6,4.6327,6543671,153327.14,0.6206,1634953,118373.21,0.6845,3948809,55283.33,0.3197,0,0,0,0,0,0,0,0,0,15580334,359552.8,1.4553,1235282973
5/23/2023,275308436,6068644.78,24.2332,187212724,3971294.48,15.8581,51879846,1206224.84,4.8167,76662815,1719001.48,6.8643,131151115,9134985.36,12.1592,160932064,6383287.75,14.5655,149040877,6046072.62,13.796,50832995,1152435.56,4.6019,7135003,158690.28,0.6337,998576,120308.73,0.6863,3932081,55049.13,0.314,0,0,0,0,0,0,0,0,0,15858689,368447,1.4713,1252136821
5/24/2023,266669101,6004101.96,24.1118,174827718,3990942.34,16.0272,53937554,1199854.16,4.8185,78908302,1694354.98,6.8043,132905328,8897595.78,11.9106,163872415,6574604.3,15.0873,142979282,5788620.11,13.2837,51952937,1192554.76,4.7892,7161376,156628.4,0.629,1516978,122004.86,0.6999,4024918,56348.85,0.3233,0,0,0,0,0,0,0,0,0,16429640,377340.98,1.5154,1245056676
5/25/2023,269672218,5953820.54,23.8345,185392545,3938698.88,15.7675,56361055,1204767.04,4.8229,79338335,1705652.74,6.8281,127727109,8796171.72,11.7377,180679047,6683816.27,15.2896,147783228,5940091.61,13.5883,52972650,1231495.28,4.9299,7096817,163954.46,0.6563,1352406,125031.1,0.715,4078253,57095.54,0.3265,0,0,0,0,0,0,0,0,0,15975190,375593.66,1.5036,1248994120
5/26/2023,285225147,6028072.34,23.959,190493331,4024440.06,15.9954,56047050,1212986.2,4.8211,76387956,1707033.66,6.7847,139783158,8975252.16,11.8909,166606014,6509408.54,14.7841,146604856,5958927.45,13.5338,56708036,1256753.44,4.9951,7730145,168754.8,0.6707,1040631,126405.47,0.7177,4205466,58876.52,0.3343,0,0,0,0,0,0,0,0,0,16334172,380674.14,1.513,1257995867
5/27/2023,283460187,6014908.86,23.5992,184965685,4138300.5,16.2364,54328134,1194031.4,4.6847,72276549,1693604.28,6.6448,137095073,9062582.88,11.8522,163764288,6528440,14.6366,152533637,6212979.01,13.9293,60061244,1297337.34,5.09,8193510,172741.92,0.6777,2120215,132077.4,0.7403,4386719,61414.07,0.3442,0,0,0,0,0,0,0,0,0,17469828,398789.28,1.5646,1274390089
5/28/2023,254294313,5957764.48,23.39,174219145,4004865.02,15.723,53444836,1223689.8,4.8042,74132381,1699625,6.6727,136520922,8953564.74,11.7171,172822201,6789867.6,15.2325,164269416,6249989.62,14.0213,55842586,1299148.6,5.1004,7414389,169833.98,0.6668,1800113,132468.46,0.743,4362738,61078.33,0.3426,0,0,0,0,0,0,0,0,0,17217829,404109.3,1.5865,1273570008
5/29/2023,276519663,6029511.1,23.6757,184336580,3993600.74,15.6814,52671925,1173141.62,4.6065,79628464,1708478.08,6.7086,129532050,8931105.06,11.6897,175937409,6766300.49,15.1822,153237104,6113619.16,13.7177,62406849,1347289.5,5.2903,7947673,173492,0.6812,1953936,141215.16,0.7921,4418617,61860.64,0.347,0,0,0,0,0,0,0,0,0,18815016,414492.06,1.6276,1273355124
5/30/2023,265768729,5955993.58,23.1655,170516765,4003111.96,15.5699,52752969,1203134.88,4.6795,76693033,1730253.02,6.7297,140962513,9115516.38,11.8181,176177536,6849435.78,15.2231,164304084,6235039.44,13.8576,63912352,1421067.22,5.5272,7631573,177262.84,0.6895,1539303,137951.39,0.7665,4513168,63184.35,0.3511,0,0,0,0,0,0,0,0,0,19618162,417103.46,1.6223,1285530609
5/31/2023,260118835,6076530.92,23.6047,171443028,3990057.98,15.4996,53506935,1199018.56,4.6577,75019535,1714580,6.6604,136424456,9103651.2,11.7879,180097081,6694363.73,14.8598,163192740,6279340.24,13.9386,62726689,1422625.56,5.5263,8356520,186807.58,0.7257,1193234,137849.03,0.765,4594968,64329.55,0.357,0,0,0,0,0,0,0,0,0,19202533,416357.98,1.6174,1287145032
6/1/2023,274306422,5969504.28,23.2088,176337362,3959525.62,15.3942,54910217,1218068.88,4.7357,76486429,1733421.64,6.7393,140775577,9094312.32,11.7859,171608945,6885285.58,15.2967,155556972,6132942.62,13.6253,63901103,1463257.06,5.689,7937318,183754.56,0.7144,1383283,141385.5,0.7853,4663925,65294.95,0.3627,0,0,0,0,0,0,0,0,0,19459008,427691.92,1.6628,1286045336
6/2/2023,249864395,5864389.48,22.7058,175819058,4062952.9,15.731,51974697,1216179.86,4.7088,78506548,1668943.64,6.4618,132079899,8969980.38,11.5767,172648260,6874045.19,15.2086,168816593,6405750.37,14.1725,71790595,1513205.76,5.8589,8404996,189709.14,0.7345,2089445,147246.83,0.8144,4769868,66778.15,0.3694,0,0,0,0,0,0,0,0,0,20217663,428081.04,1.6575,1291382993
6/3/2023,278488271,6070461.84,23.283,188373040,3989945.58,15.3033,51695786,1191052.7,4.5682,79789139,1692597.44,6.4919,138114924,9032984.28,11.5485,173205944,6948527.39,15.229,162482553,6332235.46,13.8783,68157006,1576208.64,6.0455,8540922,193022.86,0.7403,1789735,152691.5,0.8366,4823768,67532.75,0.37,0,0,0,0,0,0,0,0,0,19547580,444612.56,1.7053,1303625490
6/4/2023,272336655,5862910.46,22.3034,176525578,4119579.64,15.6715,51481018,1206714.66,4.5905,75470321,1698710.74,6.4621,143269012,9122866.56,11.5682,178637918,7086127.86,15.4038,167863274,6508243.56,14.1476,70195584,1615738.14,6.1465,9230118,194648,0.7405,2079292,151316.28,0.8223,5079339,71110.75,0.3865,0,0,0,0,0,0,0,0,0,21489596,461872.18,1.757,1314354724
6/5/2023,273789708,5988452.76,22.7183,185370312,4005692.4,15.1963,52459337,1205757.06,4.5743,81051930,1726277.8,6.549,137160353,9041105.4,11.433,176312496,7051197.16,15.2857,161774008,6584774.53,14.2746,75791631,1638072.02,6.2143,8633849,196704.6,0.7462,1701334,158370.94,0.8583,5135616,71898.62,0.3897,0,0,0,0,0,0,0,0,0,21810742,464010.18,1.7603,1317980448
6/6/2023,287004161,6052626.36,22.9908,174744336,3955867.82,15.0263,52829046,1191256.22,4.525,78741502,1713410.78,6.5084,128996420,9074335.8,11.4896,185181055,6944870.24,15.0743,176215201,6595052.84,14.315,76827530,1663023.76,6.317,8903707,201745.66,0.7663,1508615,158892.85,0.8622,5054709,70765.93,0.384,0,0,0,0,0,0,0,0,0,20998814,458355.86,1.7411,1316312396
6/7/2023,254841873,5934951.88,22.3694,176508404,4096972.48,15.4419,56973322,1222413.16,4.6074,72721357,1674226.6,6.3103,137892923,9030429.3,11.3455,192945062,7221743.24,15.554,166376956,6541752.28,14.0894,77188848,1725255.9,6.5026,9290253,207252.54,0.7812,1963858,156203.05,0.8411,5326942,74577.19,0.4016,0,0,0,0,0,0,0,0,0,21404479,465834.2,1.7558,1326579525
6/8/2023,268135225,5975725,22.5067,176961241,4083583.84,15.3802,54694668,1193920.02,4.4967,77509082,1678327.44,6.3212,141320956,8964240.18,11.2542,172679858,6969723.67,15.0003,176178514,6740949.57,14.5079,76636269,1764433.72,6.6455,9749017,207494.42,0.7815,1666974,161523.08,0.8691,5533485,77468.79,0.4168,0,0,0,0,0,0,0,0,0,22710251,483198.8,1.8199,1327542534
6/9/2023,273433526,6001170.78,22.4794,187934352,4061275.9,15.2129,54009191,1184359.2,4.4364,75620903,1682739.66,6.3033,140086296,8892009.72,11.1027,186890039,7061731.04,15.1155,170288124,6843238.4,14.6478,81355386,1806925.4,6.7685,9935276,213461.86,0.7996,2562759,164900.79,0.8824,5572803,78019.24,0.4175,0,0,0,0,0,0,0,0,0,23075264,489622.82,1.834,1334814215
6/10/2023,272124284,6010022.76,22.4194,181116717,4091399.64,15.2623,56322939,1204837.08,4.4944,77563303,1729373.78,6.4511,127755066,8905792.38,11.0738,173468933,6950093.64,14.8149,182337828,6934651.78,14.782,85524679,1810797.12,6.7549,10374572,219368.12,0.8183,1785339,166841.42,0.8891,5506652,77093.13,0.4108,0,0,0,0,0,0,0,0,0,22466002,490269.56,1.8289,1340364184
6/11/2023,284139575,6102181.34,22.5237,188407462,4004857.06,14.7823,53280270,1233461.32,4.5528,74277320,1641216.06,6.0579,129237584,9017618.82,11.0949,190343263,7382421.97,15.571,166150230,6754638.63,14.2468,89635299,1937477.28,7.1514,10656407,224510.62,0.8287,1979379,175459.13,0.9252,5648760,79082.64,0.417,0,0,0,0,0,0,0,0,0,23418971,500753.1,1.8483,1354614058
6/12/2023,258627052,5902455.78,21.9805,181936541,3956609.56,14.7342,56896891,1207595.58,4.497,77534744,1720403.62,6.4067,139649510,9045222.36,11.228,190175969,7303880.57,15.5425,177558397,6771355.26,14.4093,84254114,1920306.96,7.1511,10123090,217155.4,0.8087,1858566,176294.34,0.9379,5665615,79318.61,0.422,0,0,0,0,0,0,0,0,0,21689304,505442.18,1.8822,1342659823
6/13/2023,270517284,6095880.14,22.2979,188234448,4097010.58,14.9863,56629924,1203286.26,4.4015,78861155,1685058.8,6.1637,139038040,9040432.8,11.0229,198894148,7492954.11,15.6618,180169633,6722085.06,14.0506,86447091,2004689.94,7.3329,9918200,231195.56,0.8457,3088158,178091.02,0.9306,6039253,84549.54,0.4418,0,0,0,0,0,0,0,0,0,22728018,509690.86,1.8644,1366918503
6/14/2023,280046159,5976007.64,21.9319,181775837,3985905.54,14.6282,51325312,1202293.28,4.4124,75976414,1726622.88,6.3367,130604563,8995785.48,11.0048,186780400,7369883.99,15.4556,185442491,6905870.79,14.4825,89404934,2078175.38,7.6269,10751325,228735.34,0.8395,1981598,181254.93,0.9503,5830650,81629.1,0.428,0,0,0,0,0,0,0,0,0,23566445,518591.58,1.9032,1362402479
6/15/2023,279685864,6078912.16,22.0511,178591052,3985915.58,14.4588,52791617,1223984.58,4.44,79665148,1745108.28,6.3303,141624711,9003426.24,10.8866,188109942,7443888.62,15.43,175781686,7003002.9,14.5161,95426217,2102835.24,7.628,10543102,231979.66,0.8415,2608048,187651.46,0.9724,6224209,87138.93,0.4516,0,0,0,0,0,0,0,0,0,23590261,549619.32,1.9937,1378371059
6/16/2023,255668792,5938786.14,21.6085,172548290,4013858.54,14.6046,52232194,1220005.5,4.439,81792248,1723441.38,6.2708,141520782,8949704.04,10.8546,197452011,7375627.77,15.3351,177369056,7141025.29,14.8473,93960446,2143659.72,7.7998,10926795,232904.56,0.8474,2612634,190309.29,0.9892,5974542,83643.59,0.4348,0,0,0,0,0,0,0,0,0,24338841,541115.26,1.9689,1374179868
6/17/2023,271105462,5969134.46,21.5694,176594920,3975712.12,14.3662,54774197,1197561.58,4.3274,78725618,1723276.36,6.227,130895969,8765441.94,10.5579,197013453,7600445.65,15.6938,178887125,7223305.95,14.915,100493916,2232599.74,8.0675,10465181,244302.5,0.8828,2096585,187895.89,0.9699,6312910,88380.74,0.4562,0,0,0,0,0,0,0,0,0,23642464,544308.78,1.9669,1383705281
6/18/2023,276414158,6002814.98,21.733,181004811,4028288.06,14.5843,54396748,1214145.3,4.3958,74039333,1660059.84,6.0102,127751752,8994879.78,10.8552,185935259,7344340.47,15.1943,184880656,7194584.53,14.8845,95713863,2204537.88,7.9815,10853517,250542.64,0.9071,3012713,197266.61,1.0203,6501375,91019.25,0.4708,0,0,0,0,0,0,0,0,0,25556949,542225.94,1.9631,1381035099
6/19/2023,264067276,6161237.76,21.8771,183589358,3959687.52,14.0599,55591265,1210413.3,4.2979,83793434,1782506.28,6.3293,131456669,9000317.4,10.6527,190828378,7574775.08,15.3693,187008349,7313509.7,14.8392,99098465,2297176.3,8.1567,11649621,254858.06,0.9049,1603660,204702.4,1.0384,6555697,91779.76,0.4656,0,0,0,0,0,0,0,0,0,26003201,565778.66,2.009,1408145046
6/20/2023,253079639,5887445.78,21.1406,182146797,3940696.24,14.1502,54168527,1212827.68,4.355,79850738,1710272.84,6.1412,130064877,8924293.44,10.6818,206760604,7682112.73,15.7628,179483844,7167044.61,14.706,105916025,2364556.58,8.4906,10580432,248747.84,0.8932,2026289,208654.85,1.0703,6854696,95965.74,0.4923,0,0,0,0,0,0,0,0,0,25613934,589237.42,2.1158,1392447695
6/21/2023,257110135,5886680.04,20.9691,171435923,3944712.84,14.0516,53269014,1201618.78,4.2803,73455698,1664904.58,5.9306,135097997,8768941.98,10.412,196051503,7785955.91,15.8483,203182112,7520714.36,15.3084,103723246,2434645.98,8.6725,11442428,256861.54,0.915,2346166,210199.74,1.0697,6842542,95795.59,0.4875,0,0,0,0,0,0,0,0,0,25894178,576883.46,2.0549,1403654639
6/22/2023,278400576,5983429.56,21.1814,167897076,3878178.48,13.7288,53102399,1172618.48,4.1511,77119887,1720718.98,6.0914,141720630,9144709.98,10.7908,205366324,7611726.78,15.3975,202777260,7549582.01,15.2718,113120017,2460398.72,8.7098,11972523,269468.06,0.9539,2991763,217121,1.098,7074312,99040.37,0.5009,0,0,0,0,0,0,0,0,0,26049824,600214.16,2.1248,1412426361
6/23/2023,266086487,5848399.26,20.6532,176452588,4046534.14,14.29,55227536,1169544.7,4.1302,72036081,1684586.8,5.949,141779714,8956232.52,10.5428,210300730,7877012.68,15.8955,197540465,7295380.54,14.7218,109888287,2579209.44,9.1083,11718052,267386.9,0.9443,1575040,218092.29,1.1003,7040058,98560.81,0.4972,0,0,0,0,0,0,0,0,0,28064619,613778.92,2.1675,1415857578
6/24/2023,266343967,6091893.02,21.2993,173844836,4010770.08,14.023,51765356,1211983.66,4.2375,78656122,1690349.64,5.91,143550050,9230985.6,10.7582,200873672,7688977.45,15.3619,186553719,7321041.21,14.6268,121247719,2607713.2,9.1174,11971509,276589.7,0.9671,2958231,221606.56,1.1069,7381073,103335.02,0.5161,0,0,0,0,0,0,0,0,0,26319758,593707.66,2.0758,1430067897
6/25/2023,282526453,6057420.66,21.1145,176955798,3946489.94,13.7564,56314021,1196562.42,4.1709,80460114,1700979.64,5.9292,126842456,8835201.9,10.2657,199296911,7887489.44,15.7107,198709619,7395550.26,14.7308,124745904,2740598.58,9.553,11959099,279484.52,0.9742,3816873,221383.16,1.1024,7296440,102150.16,0.5087,0,0,0,0,0,0,0,0,0,27189194,626450.8,2.1836,1434420493
6/26/2023,276967889,5965341.64,20.6381,181611071,4020860.36,13.9108,54984221,1227264.88,4.2459,76247216,1652154.26,5.7159,138280663,9128906.64,10.5276,193814133,7804515.95,15.4291,196941404,7687692.6,15.1982,121087261,2746297.98,9.5013,13447498,286084.92,0.9898,3978717,233961.25,1.1563,7431304,104038.26,0.5142,0,0,0,0,0,0,0,0,0,27628796,628042.3,2.1728,1445228113
